session,SerialNumber,seq_nr,seq_id,Directory,DateTime_start,DateTime_end,duration_seconds,first_file,last_file,n_files,all_files,label,duplicate_label,label2
7,,1,7000000,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0004.JPG,IMG_0102.JPG,99,"IMG_0004.JPG,IMG_0005.JPG,IMG_0006.JPG,IMG_0007.JPG,IMG_0008.JPG,IMG_0009.JPG,IMG_0010.JPG,IMG_0011.JPG,IMG_0012.JPG,IMG_0013.JPG,IMG_0014.JPG,IMG_0015.JPG,IMG_0016.JPG,IMG_0017.JPG,IMG_0018.JPG,IMG_0019.JPG,IMG_0020.JPG,IMG_0021.JPG,IMG_0022.JPG,IMG_0023.JPG,IMG_0024.JPG,IMG_0025.JPG,IMG_0026.JPG,IMG_0027.JPG,IMG_0028.JPG,IMG_0029.JPG,IMG_0030.JPG,IMG_0031.JPG,IMG_0032.JPG,IMG_0033.JPG,IMG_0034.JPG,IMG_0035.JPG,IMG_0036.JPG,IMG_0037.JPG,IMG_0038.JPG,IMG_0039.JPG,IMG_0040.JPG,IMG_0041.JPG,IMG_0042.JPG,IMG_0043.JPG,IMG_0044.JPG,IMG_0045.JPG,IMG_0046.JPG,IMG_0047.JPG,IMG_0048.JPG,IMG_0049.JPG,IMG_0050.JPG,IMG_0051.JPG,IMG_0052.JPG,IMG_0053.JPG,IMG_0054.JPG,IMG_0055.JPG,IMG_0056.JPG,IMG_0057.JPG,IMG_0058.JPG,IMG_0059.JPG,IMG_0060.JPG,IMG_0061.JPG,IMG_0062.JPG,IMG_0063.JPG,IMG_0064.JPG,IMG_0065.JPG,IMG_0066.JPG,IMG_0067.JPG,IMG_0068.JPG,IMG_0069.JPG,IMG_0070.JPG,IMG_0071.JPG,IMG_0072.JPG,IMG_0073.JPG,IMG_0074.JPG,IMG_0075.JPG,IMG_0076.JPG,IMG_0077.JPG,IMG_0078.JPG,IMG_0079.JPG,IMG_0080.JPG,IMG_0081.JPG,IMG_0082.JPG,IMG_0083.JPG,IMG_0084.JPG,IMG_0085.JPG,IMG_0086.JPG,IMG_0087.JPG,IMG_0088.JPG,IMG_0089.JPG,IMG_0090.JPG,IMG_0091.JPG,IMG_0092.JPG,IMG_0093.JPG,IMG_0094.JPG,IMG_0095.JPG,IMG_0096.JPG,IMG_0097.JPG,IMG_0098.JPG,IMG_0099.JPG,IMG_0100.JPG,IMG_0101.JPG,IMG_0102.JPG",myodes_glareolus,,cricetidae
7,,2,7000001,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0103.JPG,IMG_0114.JPG,12,"IMG_0103.JPG,IMG_0104.JPG,IMG_0105.JPG,IMG_0106.JPG,IMG_0107.JPG,IMG_0108.JPG,IMG_0109.JPG,IMG_0110.JPG,IMG_0111.JPG,IMG_0112.JPG,IMG_0113.JPG,IMG_0114.JPG",myodes_glareolus,,cricetidae
7,,3,7000002,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0115.JPG,IMG_0174.JPG,60,"IMG_0115.JPG,IMG_0116.JPG,IMG_0117.JPG,IMG_0118.JPG,IMG_0119.JPG,IMG_0120.JPG,IMG_0121.JPG,IMG_0122.JPG,IMG_0123.JPG,IMG_0124.JPG,IMG_0125.JPG,IMG_0126.JPG,IMG_0127.JPG,IMG_0128.JPG,IMG_0129.JPG,IMG_0130.JPG,IMG_0131.JPG,IMG_0132.JPG,IMG_0133.JPG,IMG_0134.JPG,IMG_0135.JPG,IMG_0136.JPG,IMG_0137.JPG,IMG_0138.JPG,IMG_0139.JPG,IMG_0140.JPG,IMG_0141.JPG,IMG_0142.JPG,IMG_0143.JPG,IMG_0144.JPG,IMG_0145.JPG,IMG_0146.JPG,IMG_0147.JPG,IMG_0148.JPG,IMG_0149.JPG,IMG_0150.JPG,IMG_0151.JPG,IMG_0152.JPG,IMG_0153.JPG,IMG_0154.JPG,IMG_0155.JPG,IMG_0156.JPG,IMG_0157.JPG,IMG_0158.JPG,IMG_0159.JPG,IMG_0160.JPG,IMG_0161.JPG,IMG_0162.JPG,IMG_0163.JPG,IMG_0164.JPG,IMG_0165.JPG,IMG_0166.JPG,IMG_0167.JPG,IMG_0168.JPG,IMG_0169.JPG,IMG_0170.JPG,IMG_0171.JPG,IMG_0172.JPG,IMG_0173.JPG,IMG_0174.JPG",myodes_glareolus,,cricetidae
7,,4,7000003,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0175.JPG,IMG_0180.JPG,6,"IMG_0175.JPG,IMG_0176.JPG,IMG_0177.JPG,IMG_0178.JPG,IMG_0179.JPG,IMG_0180.JPG",myodes_glareolus,,cricetidae
7,,5,7000004,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0181.JPG,IMG_0189.JPG,9,"IMG_0181.JPG,IMG_0182.JPG,IMG_0183.JPG,IMG_0184.JPG,IMG_0185.JPG,IMG_0186.JPG,IMG_0187.JPG,IMG_0188.JPG,IMG_0189.JPG",myodes_glareolus,,cricetidae
7,,6,7000005,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0190.JPG,IMG_0192.JPG,3,"IMG_0190.JPG,IMG_0191.JPG,IMG_0192.JPG",myodes_glareolus,,cricetidae
7,,7,7000006,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0193.JPG,IMG_0210.JPG,18,"IMG_0193.JPG,IMG_0194.JPG,IMG_0195.JPG,IMG_0196.JPG,IMG_0197.JPG,IMG_0198.JPG,IMG_0199.JPG,IMG_0200.JPG,IMG_0201.JPG,IMG_0202.JPG,IMG_0203.JPG,IMG_0204.JPG,IMG_0205.JPG,IMG_0206.JPG,IMG_0207.JPG,IMG_0208.JPG,IMG_0209.JPG,IMG_0210.JPG",myodes_glareolus,,cricetidae
7,,8,7000007,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0211.JPG,IMG_0216.JPG,6,"IMG_0211.JPG,IMG_0212.JPG,IMG_0213.JPG,IMG_0214.JPG,IMG_0215.JPG,IMG_0216.JPG",myodes_glareolus,,cricetidae
7,,9,7000008,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0217.JPG,IMG_0222.JPG,6,"IMG_0217.JPG,IMG_0218.JPG,IMG_0219.JPG,IMG_0220.JPG,IMG_0221.JPG,IMG_0222.JPG",myodes_glareolus,,cricetidae
7,,10,7000009,sessions/session_07/Sattelegg/Standort_A20,,,,IMG_0223.JPG,IMG_0231.JPG,9,"IMG_0223.JPG,IMG_0224.JPG,IMG_0225.JPG,IMG_0226.JPG,IMG_0227.JPG,IMG_0228.JPG,IMG_0229.JPG,IMG_0230.JPG,IMG_0231.JPG",apodemus_sp,,apodemus_sp
